,asin_id,review_id,review_title,review_description,user_rating
31,B08GD242TJ,R3RJX70AQ7C3CB,"Great artwork, came undamaged and with all the pieces","  Awesome!! The game came undamaged, had every thing inside, and the artwork is amazing! I love how instead of the older version, this one has a lot of female characters and bipoc characters.  The game was awesome and it will definitely be one of my top favorite games!",5.0
32,B08GD242TJ,RWID92ENM9ZNW,Great game,  My family loves this game. The parts stick a little but not in a way that hinders play.,4.0
33,B00C0ULS3G,R2D825M8DG50P2,Million dollar company-- fix your cases!!!!,"  My son has been asking for this game so I got it for him for his birthday. I debated getting the electronic one but after reading reviews decided not to.I used to love this game as a kid. But we all know that they just don't make anything the way they used to.The game itself is fun. But the actual product is terrible! The cases are so cheap and feel like they're going to break. And the worst thing-- they are NOT big enough. If you put all the pegs where they are supposed to go to store, it won't close. You have to take some out and put them somewhere else, or like we do, just put them in the middle of the case. Are you kidding me? You couldn't spend the extra pennies to make it big enough? And even when you can close it, they never seem to close all the way. Which means I can't even throw away the box and just store the cases, unless you put them in a Ziploc bag or something. Otherwise, I am sure you will lose the pieces or have a mess after they open and spill. So disappointing!",3.0
34,B00C0ULS3G,R1KI7HLOH6V6YE,Lots of design flaws,"  I definitely don't recommend buying this game. My grandkids play it at their house, so I bought one for mine. I didn't read the reviews since I knew they liked playing the game - big mistake. Hasbro must really be cutting corners cost-wise. The bins for the pegs are skimpy, making it easy for pegs to fall out, and the case doesn't close fully when all of the pegs are in the bins. I'm keeping the white pegs in plastic zip-locks and dividing the red ones between the red and white bins. All of the pegs come in one plastic bag, and the instructions say to divide each color evenly between the 2 cases. Seems like they could easily have put half of each color in a separate bag. BTW, handling the small pegs is not meant for people with arthritis in their hands. The ships are meant to be stored in another side section, but it's difficult to get them in place and they easily fall out of their ""berths."" As others have said, it's difficult to see the letters and numbers identifying the rows and columns of the grid - a contrasting color to the background would have been great. If I had it to do over, I'd teach the grandkids to play the game with paper and pencil - easier, more fun (more ships, easily identified by the first letter of their names), and of course much less expensive.",1.0
35,B00C0ULS3G,R34OHIV8ZH6KR1,Yet another fine example of style being favored over utility.,"  The ""new"" design of this classic game is terrible.  When all of the pieces are counted out and placed in their respective reservoirs the plastic top barely clasps down (see photos). What was wrong with the classic design hasbro? Some genius marketing whiz at HQ think battleship needed a facelift? The left side of the board has neat little spots to place the ships. This is a moot point however because if you move the unit at all they fall right out of their designated places, which begs the question: why bother? Obviously the game plays just fine but I cant reccommend this poorly designed version.",2.0
36,B00C0ULS3G,R3JNZO8SXLZ5AH,Like I remember!,"  Was worried about buying this based on other reviews, but went ahead and went for it since my 6 1/2 year old son loves the travel version so much (which is terrible because you can't mark which spots on your ships have been hit).  Honestly, although maybe a touch smaller than the old 1980's version, it's very similar.  We haven't had issues with pegs falling out.  The ships can pop out of place if you knock into the board, but if you keep it on the floor or a table, no worries.  My son is already enjoying having a much better way to play this game!",4.0
37,B00C0ULS3G,R3FZ0D2XSQWIIJ,Letters and Numbers extremely hard to read,"  I am thoroughly disappointed with this ""new"" version of the classic Battleship game.  Each player's ""board"" includes the standard pieces -- ships and pegs. But the left hand column of letters and top row of numbers are very hard to distinguish from their background.  The numbers / letters are imprinted into the the plastic material, so it is difficult to play the game without light aimed directly at each board.  The 2 boards are cheap and flimsy; the top vertical piece in one of the boards seems to repeatedly slip out of place.",1.0
38,B00C0ULS3G,R1OTWXBHXAH22Y,It's battleship.,"  Well it's battleship. Its not electronic so there's not much to go wrong with it. The pegs didn't seem loose to me like I'd seen in other reviews. Two big improvements I can see is #1 the peg storage. The compartments that house the pegs just aren't quite big enough. I ended up putting the white pegs where the ships would go which isn't a big deal. #2 the letters and numbers on the upper and lower grid are incredibly hard to see. I fixed that with a strip of masking tape and wrote them on it in permanent marker. These adjustments took only a few minutes. In the end, it's a fun game. The pegs are sturdy and there are certainly plenty of them and they store inside the case along with the ships. We actually just finished playing a few rounds with the kids and when we were finished it was as simple as shutting the cases and putting them in the box. When you first get the game and open it, you will find inside the box the two cases, instructions for playing the game, a sticker sheet that has two ""Battleship"" stickers to put on the cases, a plastic grid that has the total of 10 ships (5 for each player) that you simply twist to take apart from the grid and a bag that contains all of the red and white pegs. You will need to split the pegs evenly between the two cases. After these initial steps you're ready to just open the cases to play and shut them to put them away. I gave this 4 stars just because of the minor adjustments, otherwise it's a great game.",4.0
39,B00C0ULS3G,R3DLCLD4P6YCBM,Pretty flimsy with bad pegs,"  Battleship is a fun game for anyone of any age.I loved playing this game with my Dad and cousins, when I was growing up.I bought this for my son, because sadly I didn't keep my old set.This is not as sturdy as the sets sold in the 1980s.And I feel like they are smaller too.If you keep your board still, on a table, then the pegs are fine.But if you put it on your lap on a sofa or comfy chair,and tilt it AT ALL, in any way, the pegs will fall right out.The problem with that?  Now you might have to start all over with your guesses.The pegs don't always want to stay in the ships either.The price is right, but the boards are too cheap and flimsy, the pegsare terrible.",3.0
40,B00C0ULS3G,RKDFBEQYJPZ4V,How to always win at Battleship:,"  No matter what coordinates your opponent calls, say ""miss.""  Then put a white peg in that hole in your bottom board.  This way, you can move your ships wherever you want until they won't fit anywhere else.  The only way you can lose with this strategy is if your opponent is doing the same thing.  So if it gets down to the end and your ships are cornered and can no longer move, clean up all the white pegs from your bottom board and quickly accuse your opponent of cheating.Boom!  Guess who's not doing the dishes tonight?",4.0
41,B00C0ULS3G,R1Q3E330UWY95E,"Great game, but VERY flimsy!","  It's a great classic game and I got it today. But the toy quality is extremely horrible. It's very flimsy. Hasbro, are you kidding me? Can't you make this awesome game with better quality? Is this best you can do? I paid $11.92, but this game should cost less than $5. My 6 yrs old son loves this game, otherwise I'd return it immediately. Many other customers have complained about the bad quality, too. Sorry, I cannot recommend it to others. I will NOT buy it again.Pros:1. Great fun game2. Portable battle cases are convenient. This is it. No more pros.Cons:1. Very flimsy and weak. Feels like it will break easily.2. Letters and numbers are very hard to see! They should be labeled with different bold colors3. Pegs and ships don't stick well4. Plastic grid charts don't stay well5. Cheap quality6. Not kids friendly looking game. Looks dull and boring",2.0
42,B00C0ULS3G,R2TMQRYNJYQWVJ,SO LOW QUALITY,"  Same  Great game from when we wer kids but the quality is SO CHEAP now.  Flimsy plastic; the vertical grid and pegs keep falling out.  Try to look for the original from an antique store, I guess.",2.0
43,B00C0ULS3G,R3AYY98LU90RQR,Very easy to use and travel-friendly,"  I bought this game and love that it comes in a pair, which is perfect for my twins! Given that we are holed up at home due to Coronavirus, this has become my favorite game to play with them. It is so easy to use and understand. Some negative reviews are correct in that the ships fall out of place and there isn't enough space inside for the while and black pieces, but we have had no issues so far, and if I had not read those reviews I wouldn't have thought it was such a big deal. The ships and pieces are fine for little fingers, and I have a harder time with it than my kids. The game is perfect for 6-7 year olds, and I enjoy playing it myself. It is also a good game to play virtually with friends.",4.0
44,B00C0ULS3G,R3SC0Q3FANCDAV,"Couple problems, couple solutions","  I've never won a single game and I continue to play, that should tell you how much I enjoy this game. I had a set when I was a kid and purchased this because it came with the individual battle packs like the old ones and who doesn't love a little nostalgia? The packs aren't exactly perfect, but I did have the high expectations. Below I listed my top complaints and simple ways to fix them so I have nothing to complain about:PROBLEMS:1. The packs have holes in the bottom so your cheater opponent can see where your ships are from the shadows2. The pack hinges are loose so it will stay up, but if you bump it say goodbye to all your naval intelligence for that round (pegs fall right out)3. The coordinate labels are the same color as the rest of the board and that makes it very hard to readSOLUTIONS1. Set your pack down, do not hold it in the air2. Sit a considerable distance away from your opponent so you do not feel the need to shield your board and risk dislodging your progress3. Play with ample table or natural lighting",4.0
45,B00C0ULS3G,R2CVQNTK4JVIYY,good strategy game,"  The game itself is good for learning strategy and patience. But in this version, the letters and numbers are simply raised plastic. unreadable to both a 5 year old and 45 year old. We had to make strips of tape with the coordinates on them so we could play. Since the game comes with a few decals, it would be nice if they had decals for this. Also, the lids cannot be closed on a game in progress, the ships are supposed to be stored by lining them all up in specific spaces, and the bins for the pegs aren't actually big enough to hold all the pegs (they would be if the ships could just be tossed in a bin instead of lined up). seems like basic package design flaws that could have been addressed in a game that hasn't changed in 40 years.",3.0
46,B00C0ULS3G,RZDSN46YYW1VZ,New favorite game,"  I purchased battleship for my 7 year old daughter.This was one of my favorite games growing up playing with my mom and brother, and had to bring it into our collection now that my daughter is getting older.Its definitely a newer version with the same concept, and I dont think improved.The pins and ships are always popping out if youre not careful on the bottom of the board. It is not sealed off which is a bummer. It always seems they never give enough white pins. However my 7 year old is obsessed and loves it.Its a great game for learning tactics, and graphs in a fun competitive way.,",5.0
47,B00C0ULS3G,R2CO5M0K8IYBBT,A classic and a winner,"  I am a middle school teacher and bought this for school to be played during an end-of-the-day activity period. As expected, it's a hit. The newer design isn't flimsy like I feel some newer games have become-- there's a little initial setup (punching out plastic boats and dividing up the pegs between 2 boards), but after that, it's smooth sailing (pun intended). It's a great game for a variety of ages, easy to catch on, fun to play, and keeps kids occupied a while. I am as much a fan as I was when I played as a kid!",5.0
48,B00C0ULS3G,R1ZJQGKXOOTMUR,Cheap HARD TO READ Version,"  I don’t understand why there aren’t more complaints about this game! You CANNOT see the numbers and letters. It’s bizarre! Trying to teach my 7 year old, we had to pull a book light and the phone flash light over to see them. Not cool. I am giving this 3 stars because it’s a classic game that I loved as a kid- but the current cheapened version needs work!",3.0
49,B00C0ULS3G,R110MEYRZGQYLL,Classic game but smaller format,"  This is a family favorite.  The product is well made.  They seem to have shrunk the case from the original.  I am all for saving plastic, but it would be great it there was a larger gap On the edges.  It has shrunk so it is easy the other to see the map in front of you.  So we flipped out boats to the top; however, even my petite 9 year old daughter can see the top row on my side.  We were able to make work, but a bit larger game board would make easier not mistakenly cheat while shifting in your chair.",3.0
50,B00C0ULS3G,R2LQ7EFSWLFOF0,Classic game that's fun for all ages,"  What's fun about this game is that no one has an advantage, so it's fun for adults to play with kids because the adult doesn't have to ""let"" the kid win - you've honestly both got the same odds of finding the other player's 5 ships.  This was always one of my favorite games growing up and I still love it - I'll gladly play anytime one of the kids asks me.  I've read many reviews complaining about the pegs falling out of the grids.  My kids and I have played this game dozens of times in the month that we've owned it and we don't have this problem at all.",5.0
51,B00C0ULS3G,R213EDBKO14YZ1,I'll sink your battleship,"  Memories of playing battleship as a kids are a million times better than the reality of playing with your own kid. If you really like games find a better one. If you have little patience, find a different game. If you only have one kid of battleship playing age think about what you're doing to yourself. If you have multiple kids of battleship playing age know that they will fight, cheat, tattle, lose pegs and never put it away correctly... Perhaps all that is what leads to the fond memories. At the very least, spring for electric battleship.",2.0
52,B00C0ULS3G,R214U1GVCEA03O,Classic game! But where's the storage?,  What a great classic game! The one downfall would have to be the fact that the game pegs have no pouch or place for storage. They come in a non-closable and non re-usable plastic bag so once the bag is opened that's it! We solved this problem by getting some ziploc bags and making it work. The upside? This is great game of strategy and it's a lot of fun!,4.0
53,B00C0ULS3G,R3CQDLPF39NDYU,Pegs and ships are hard to put away,  I like to stack all the white and red pegs for storage and there is a place to put the ships. It is difficult to get the ships in their proper storage locations since the spacing is so tight and it’s difficult to line up the pegs on the ships to the storage holes.When stacking the pegs for storage its a VERY tight fit.Good luck fitting the pegs in their respective storage spaces without stacking.Otherwise it is decently made.,3.0
54,B00C0ULS3G,R16YJ4J80DHK3E,Cheap,  The game is made cheaper than the one I grew up with. The pegs do not stick in all the and fall out. I would go look at yard sales or thrift shop. I would only buy again if sold under $5,1.0
55,B00C0ULS3G,REONQAGC5RULX,a bit flimsy,  A great classic game!Pro's:--cost is reasonable--plenty of pegs are included in case some are lost.--directions for play are decentCon's:--board quality is poor and feels flimsy.  We had hopped to travel with these but I'm a bit leery now.--Peg boards do not hold the pegs well if you close the board mid game.  Again--just inconsistent quality.Overall its not bad for the price but if you plan to travel with these and play in the car or plane you may want to look for a better quality game set.,3.0
56,B00C0ULS3G,R3E9W6DJJJB1GW,super fun game,  Bought for my 6 year old son and he really enjoyed it. It not only helps to train kid to be patient which they have to to continuously deal with misses but also train their brain how to place theirs ships so they are less likely to be hit. It also teaches them how to reverse thinking about what would most likely the opponent is going to place their ships. Super fun and helps kids leaning!,5.0
57,B00C0ULS3G,R17NSJWLWE3SQH,A funky smell but doesn't affect game,"  When I opened the box, it smelled old and musty. Even after playing the game, having the box open for a while, closing it and re-opening it, it still smelled. But we still played as a family. All the pieces and parts of the game were in perfect condition. My children didn't care playing it too much (we played one good game together) because I think they're too into electronics nowadays. But my husband and I enjoyed the game and reminisced who we played with in the past.",4.0
58,B00C0ULS3G,RNYY726S2FGP7,No good,"  Really really cheap. Thin plastic modules that's a really boring color and not big enough to hold all the pegs. Pegs come out very easily. The top has a printed sheet of paper for artwork pinned in place by the top grid (which pops out) but it's just really dull and ugly art. Came with stickers to self-apply and the ships on a sprue, which I certainly would never have expected from a game in 2016 from a major manufacturer. Lots of flashing on the plastic modules, too.Dollar store quality for an asking price maybe 4x higher than it should be for what you get. I should have just gotten the knock off since finding a new copy of reasonable quality can't happen.",1.0
59,B00C0ULS3G,RWHXMOHB0E3D9,Not good quality...,"  Nothing like my kids had when they were young. Both the cases are flimsy. You have to play on a table so you don’t accidentally move the case since the ships will come out of the holes...Not snug in their positions. Then, of course you can’t remember where they were. Some of the pegs were broken & fit too loosely on the “ocean” section. You can hardly see the letters & numbers on the backboard since they are all the same color as the board. I guess I just expected better quality.",3.0
60,B00C0ULS3G,R2QN24R515OIVA,Hasbro makes cheap junk,"  Battleship has a lot of little pegs. The board is designed with built-in sections that are supposed to hold the pegs. This would be a great idea, except that they didn't make these sections large enough to actually hold all of the pegs, so the pegs are always all over the place. Overall this just feels like Hasbro made this as cheaply as they possibly could. I've played older versions that felt like they were put together a lot better than this and used higher quality materials.Honestly, it's probably good enough, but it'd be nice to be able to pay a few bucks more and get an actual quality product.",1.0
61,B00C0ULS3G,R2KKRUQ1WMBBXP,"Daughter was happy, I'm happy she didnt see it before😉","  I would have given it 5 stars except you can tell they cut corners to save money when they re-vamped this classic game. No longer do you have the 5 peg holes on top to mark when you have sunken your opponents ship, and on the back board they no longer put what ship is. (I know what they are cause I love this game...) on the other hand this game is always fun!",4.0
62,B00C0ULS3G,RERY1WS5D32MI,Amazingly amusing !!!,"  Ok at first I was not very sure about it , but the price was attractiveI gave it a try !!and the trial was rewarding !!though 2 player game , we played as family , 2 teamsall have fun !!Kids loved it , wife adored it (and she is not very big fan of complex game) , that means it is very simple to learn , simple to play , highly replayable , and very amusing and attaching !!I read some negative comments about the Quality , but mine was OK , nothing to complain about",5.0
63,B08636S37Z,R14GO0PH52D24X,Extremely complicated and horrible instructions,"  A huge fan of the Haunted Mansion, I couldn't wait for this game to come out.  A huge, huge disappointment! I'm 57-yrs-old with an Ivy League law degree playing with my 16-year-old son and neither of us could figure out how to even play the game, even after reading the instructions over and over to try and make sense of them.  The instructions are horrible and totally vague and leave one even further confused and frustrated and they even provide a web address on Funko for an overview on how to play, but it takes you to a non-existent page. Funko blew this one big time and truly disappointing",1.0
64,B08636S37Z,R8AP3Z0SIF2J6,Very easy and replayable! Perfect for a Haunted Mansion fan!,"  I’m a huge Disney Parks fan, and have been looking forward to the release of a proper Haunted Mansion board game, especially since it was designed by the same company that worked on Villainous. I was initially worried the game would be too simple and not that replayable, but I was wrong! While it’s still definitely simple, we played four games after opening the box and still wanted to play more!The instructions are very easy to understand, and get you playing quickly. The games aren’t very long, so it’s easy to start another game.Because of how simple and easy to learn it is, it’s a great game to break out for a game night with new players, unlike how Villainous takes a few games in order to get a grasp on the rules.I highly recommend this game!",5.0
