,asin_id,review_id,review_title,review_description,rating
18,B076HK9H7Z,R35Z72VNIIJ41I,"
Thank you Liz!😎
","

  I got this as a BD gift for my daughter in law during the shelter in place order. I wanted something my granddaughter could also play with the family. No gift wrapping or note, but hey, Amazon is hard hit to get us our orders. A big thank you to Liz for the included note. Wishing you, your family and co-workers best of luck as we ride this pandemic wave. Be safe, keep washing your hands and donning a mask!

",5.0 out of 5 stars
19,B076HK9H7Z,RP1BXXQO1KSGX,"
The ultimate in corporate greed and cheapness...
","

  My kids, my grand-kids and I have been playing Sorry for years. I just wanted to get an extra set for my house so the kids didn't have to bring it with when they visit. I was pretty appalled when I found that they knocked the number of plastic pawns down from 4 to three. Wow!!! This must have saved them 1/10 of a penny on every game. Where is the corporate greed going next, or going to end (not likely).

",3.0 out of 5 stars
20,B076HK9H7Z,R2VX1ZQJTVEES0,"
No pawn pieces
","

  I am giving a 3 star only because the seller sent me out a second game without any problems.  But my problem is that I contacted the seller the first time because the game didn't have any playing pieces.  They so kindly sent out a new game immediately. I never opened it until last night 2 month later, just to discover that this game also has no pieces.  So now I have two of these games without any pieces to move around the board.  Im really stumped on how this is even possible.  All we did at the table while getting ready to play this game was laugh at the issue.  gotta laugh. lol

",3.0 out of 5 stars
21,B076HK9H7Z,R2U7G7SS2U6D2L,"
Impressive game for entry level gamers (AND not only for them!)
","

  This has been our introduction to games for our son and it capture the entire family. Right number of rules, easy to understand and remember (they are written on the card). Up to 4 players, but also great if you play in two players. quality of the material is good, even if we are playing on this frequently, the cards and the board are still in good shape. It's not only for kids, believe me: I have tried to find some strategies that works well to win the game, so it's for all level of players.

",5.0 out of 5 stars
22,B076HK9H7Z,R30N60HQRR3T2I,"
Dumbed-down
","

  If you are familiar at all with the older version of this game, and loved it like our family did, you may not care for this newer version as much.  The older version provided 4 pawns per person, and the play cards used to have more cards with specific direction, rather than just moving the amount of spaces shown on the card.  This new version offers only 3 pawns per player, and as mentioned before, most of the cards only instruct you to move forward.  This version is boring, and less entertaining, it moves too quickly, and overall, is a disappointment.  I still like to concept of the game, but I would recommend that if you can find an older version, to get that one.

",2.0 out of 5 stars
23,B076HK9H7Z,R1271WBRQ7UI97,"
Not original game
","

  I ordered the Sorry game (family favorite) as a gift for grandson.  I did not realize (my fault) that the game is different from  the original.  It has 3 markers per person vs. 4 and rules have changed to make game easier.  It seems more like a Sorry game for juniors now.  Very disappointed.  Would NOT buy again.  I normally check reviews, but did not consider that game would have changed so “knew” I would like it.  Stupid mistake on my part.

",1.0 out of 5 stars
24,B076HK9H7Z,RLFVRHWOURS88,"
Great game, but...
","

  My children & I have always just loved this game.  I bought it for my son about 12 years & we'd been using the same board, etc all this time.  I decided that we should get a new one to replace the board that was falling apart.  Lo & behold, the new game arrived & needless to say, we were disappointed.  Such poor quality.  Just really flimsy.  Plus, instead of 4 pieces, there are only 3 that you have to get to ""Home"".  It's been dumbed down!We still play it as it's just a fun game, but the kids prefer to use the old board.

",3.0 out of 5 stars
25,B076HK9H7Z,R3Q510EK55ZK17,"
Wimpy version
","

  This felt like the sissy version of Sorry! I played as a kid. You have three pawns instead of four, so you already have less of a challenge. Then the cards changed to make the game easier. You used to have to wait for a one or two to get your pawn out of start. Now, almost any card gets your pawns on the board. It's a lot less challenging, and a lot less ruthless. There really isn't much opportunity for ""revenge"" because the game is too easy. I was incredibly disappointed when I played. So much so, I want to buy a better version and turn this one into a drinking game or give it away.

",4.0 out of 5 stars
26,B076HK9H7Z,R1X59M1CVIDBFU,"
Wish I’d read reviews
","

  I really wish I’d thought to read reviews before buying this game. It should mention that it’s changed the whole game up. I will be buying the classic game now because I never dreamed Sorry needed to be revamped for no apparent reason.

",2.0 out of 5 stars
27,B076HK9H7Z,RL6JX06L9UP4S,"
Not original Game!
","

  When I ordered the game, I thought it was the original. I was confused because I didn't realize that there was a different version created in 2013. This version has only 3 pawns and you do not need a two or one to start the game. I was disappointed at first but decided to keep the game because I feel it would be good for younger ages such as preschoolers. I did order the original though to play with my six year old.

",5.0 out of 5 stars
28,B076HK9H7Z,R3E0Z0XATXW2G6,"
Pacheesi with a twist
","

  This is a delightful game, relatively simple for younger players, maybe 6 and up, especially if you're willing to help them the first couple of games and point out what they can take advantage of.  But it's still fun for adults too:  Pacheesi with a few twists like getting to go backwards sometimes.  I love board games and I wish I had more people to play with.

",5.0 out of 5 stars
29,B076HK9H7Z,RKC5OJGGAHVOP,"
Not the real game! Stripped down nonsense!
","

  TLDR version; if you can get an extra pawn of each color, this version is playable as the classic version. Long version: This is NOT the classic game of Sorry; it is a stripped down children's version, and the packaging fails to show it. It is now only 3 pawns instead of 4, you can leave Home on any movement card (instead of 1 or 2) and the Sorry! card allows you to move 4 as an option to swapping places with another player. We fortunately had an extra set of 4-each pawns from a discarded copy of the game.  There is still the original count of 45 cards; you can just play with classic rules for the cards. Honestly, the components are good quality. If you buy this version, at least round up an extra pawn for each color, and it can be played OK. (Or don't buy it at all!)

",2.0 out of 5 stars
30,B076HK9H7Z,R2K8NWO7GP593A,"
Great game for family game night
","

  There is nothing to dislike about sorry.  I bought this game for my older granddaughter who is 9.  With all the technology these days it’s great to have family game night and unplug. We have made it a tradition in our home for years and this helps kids learn about playing fairly and it’s ok to lose sometimes.  No you don’t get a participation trophy in real life and teaching kids basic skills of how to play fairly and winning or loosing in a game is ok and important.

",5.0 out of 5 stars
31,B076HK9H7Z,R2YK6MZ95ANCCC,"
Classic game, worth the fun!
","

  A little different from the version I grew up playing as a child, instead of 4 pieces per player you only have 3 and some rules have changed slightly to make gameplay a little easier and quicker (no longer have to pull a 1 or I think it was an 11 to get out of start), otherwise we love the game.  As soon as I opened the package our daughter was eager to play a round!

",5.0 out of 5 stars
32,B076HK9H7Z,RNSAHR7D0M3UB,"
Great game for kids and adults alike.
","

  Love this game as a kid and now my kid also loves it! He asked for it and I waited until it went on sale (wait for the sale price and not when it’s sold by multiple sellers for double the price!) It came promptly and came intact. I’m not sure why some reviewers had defective or missing items, ours came complete and sturdy.

",5.0 out of 5 stars
33,B076HK9H7Z,R3VJDZC8Q2X78D,"
Not the Original
","

  This game is not at all like the game I remembered as a child. It was one of my favorites so I purchased it for my 7 year old for Christmas. While my son enjoyed it, both my husband & I were extremely frustrated that the rules changed entirely & there were all these details that I don't remember from the original game. It's certainly not a quick start game - you have to read the rules to figure out how exactly the rules have changed.

",2.0 out of 5 stars
34,B076HK9H7Z,R2UXUOG8T6PLYY,"
Not the game from 20 years ago
","

  I wish I had read the reviews! I (wrongly) assumed this was the same game I played growing up. WHY CHANGE IT!? This game only had 3 pawns per color and had somewhat different rules than the game I played growing up. My kids (9, 7 & 5) still like it, but I thought I was buying the original game and would not have purchased it had I known it was not.

",2.0 out of 5 stars
35,B076HK9H7Z,RIX7Z2ZGXQXPU,"
Good family game
","

  This is an easy game that is easy to learn and it doesnt have too much complications. I would recommend this game to anyone that wants to host a fun night with friends or family. 4 players are able to play so that many people can play at the same time. Games like this make get togethers memorable.

",5.0 out of 5 stars
36,B076HK9H7Z,R1L8XEENYHYUKU,"
New “updated” version not enjoyable! Find the older version!
","

  I wish I had read the reviews on this newer version of the game before buying instead of being so excited about the great price. What a disappointment. It is so stripped down that it is almost not even enjoyable to play. Plus, only 3 pawns? What the heck?

",1.0 out of 5 stars
37,B076HK9H7Z,R3CC9DASG1YX,"
It's different but good.
","

  It's a great game. But it's not the classic and has a couple different twists. But for playing with my young child who's 3 and pricing her counting and learning to play games these new rules make it easier for her to understand. I enjoy playing it. The game goes faster. Although for adults I like the old rules. This is a great game for the younger kids.

",4.0 out of 5 stars
38,B076HK9H7Z,RLTNTAZ2R14FA,"
My kid’s favorite game!
","

  This is a great gift for my 5 year old. This Becomes a must-only game for us on the family game night. Easy for a kindergarten to understand and help one to practice the strategic skills. The only issue that we have about this game is that when we say “sorry” to the kiddo, she will cry. But I think it is a good opportunity for her to understand the purpose of gaming is not about winning, but to enjoy the time to be together! Highly recommended to kids from 4-6.

",5.0 out of 5 stars
39,B076HK9H7Z,R1OYQ280EEULND,"
Horrible
","

  If you are looking for the cult classic, this is not it. First off, there’s only 3 pawns. I don’t know why they think having an odd number of pieces are OK. Second, visually, it’s an eyesore. The board size got smaller so all the spaces are condensed. And third, the rules changed where you can leave from start with any number rather with a 1 or a 2. Good thing I only paid $5 bucks for this, but I think I’ll be purchasing the original, $22 dollar one soon. I can’t stand this version.

",1.0 out of 5 stars
40,B076HK9H7Z,R3U1DX7324M32J,"
SORRY? NEVER!!!
","

  Sorry is the perfect game for children and adults to play together! Seriously - perfect. Opportunity for counting and reinforcing rote memory, few pieces to hang onto, and easy enough for even the youngest player. Great to develop problem-solving skills - ""which way should I move this pawn to get the most from one's turn.""

",5.0 out of 5 stars
41,B076HK9H7Z,R1TYWFO6XZ03MJ,"
Great sale!
","

  I purchased this game (that we all played as kids) for a Toys for Tots gift collection.  The package lookedgreat and the super sale price was under $10.00. I felt generous, and hoping that the child who received ithad lots of fun.  Amazon has some great ""Toy"" sales.

",5.0 out of 5 stars
42,B076HK9H7Z,R143SMKG5P20D3,"
Not Classic Sorry- Imposter!
","

  This is NOT your classic Sorry game.  The cards are different. You can get out on any card!  You can move forward 4 spaces with a Sorry card.Mine only came with 3 pawns each.If you need a cheap gift for an enemy, get them this fake Sorry game, otherwise, buy the classic for 3x the price.

",1.0 out of 5 stars
43,B076HK9H7Z,R3GL70JFM8B1J3,"
The old one was better
","

  The old Sorry game with the bubble you pushed on in the middle that moved the dice around was the best, but I couldn't locate it. We would play this game a lot more if it was made like the old style, but it's not. Still, it is fun at times!

",3.0 out of 5 stars
44,B076HK9H7Z,RL0LOLGGJI0C9,"
Cheaply made. For the price I expected better.
","

  The board is so thin it's almost like paper. I remember this game being much better quality, especially for the price I paid. I'm very disappointed in this. My daughter still loves the game, but I don't expect this to last long at all.

",1.0 out of 5 stars
45,B076HK9H7Z,R2KR5WK9A0U65,"
Fun fun fun
","

  We used to play Sorry! Growing up so we bought it for my 4y/o.  She loves the game and learned the rules easily. She also had beginner's luck and won the first time she played! Lots of family fun and learning (adding, substracting, fine skills, turn taking, board game dynamics). Plus the quality of all materials is durable and attractive. Highly recommended purchase

",5.0 out of 5 stars
46,B076HK9H7Z,RWF4DS5B015SA,"
we started a board-game night and this little game has great potential to level the playing field for all skills ...
","

  Instead of a card game night, we started a board-game night and this little game has great potential to level the playing field for all skills of players.

",5.0 out of 5 stars
47,B076HK9H7Z,R3CBHFFNQWOWUH,"
Minor differences than the original
","

  A little different from the original in that there are 3 “people” to bring home instead of 4. The game doesn’t take as long to play; a benefit for me. The board takes up less space as it’s folded in fourths, instead of in half. The updates have improved it.

",5.0 out of 5 stars
48,B076HK9H7Z,R3R518YU9N1IBR,"
Such a classic and popular game
","

  Who doesnt love the game ""Sorry""? I remember growing up that this game would provide hours of fun for me and my sisters. I work at a hotel and we bought a bunch of games to keep guests happy during rainy day times. Easily one if the mis popular classics

",5.0 out of 5 stars
49,B076HK9H7Z,R3MCK26WG1MC1W,"
Not the sorry I grew up with.
","

  This is a different game than I grew up playing. There are only 3 pawns instead of 4, the deck of cards is about half as small, and any forward card gets you out of start not just 1s and 2s.  Very disappointed in hasbro on ruining this classic.

",1.0 out of 5 stars
50,B00D7OAOYI,R2FZ6KIJ7Z1GK9,"
Don't but this version, it's cheap trash. Get the more expensive version. So upset at Hasboro right now.
","

  I was not aware when buying this that they made such a cheap piece of junk version but I'm furious. The board is warped so every time you try and pop the bubble all the pieces go flying unless all 4 players constantly hold down their sides with their hands. The pop bubble CAME BROKEN. It was in multiple pieces and now only works if I carefully put it together every time and hold the board down while we're playing. What a piece of junk. Hasboro made me think this was the original version and it's total crap. I'd like to just pay the couple bucks more to get the good version but I had no idea there was a difference when ordering and this version is just a joke. Totally broken, totally cheapo, basically unplayable. Trash.

",1.0 out of 5 stars
51,B00D7OAOYI,R7AB25WGVBXH8,"
Disappointed
","

  I would give this zero stars if I could. The quality of this item is very poor. It is flimsy and poorly constructed. It has new rules that I do not remember from the original game. I was so excited to get this game because I loved it so much as a kid, but my 8 year old hated it!  If you just want the game and do not care about how cheap the box is (it ripped when we tried to open the tape), or how cheap the flimsy piece of paper that you have to attach to the cheap plastic base is, then I guess you will be okay.  I wish I could return it, but we ripped the box so I am not sure if they will take it back.

",1.0 out of 5 stars
52,B00D7OAOYI,R1DXC07PILZVDW,"
Very cheap. The paper does not even attach to ...
","

  Very cheap. The paper does not even attach to the game. It just sits on top and is held in place by the pegs.

",1.0 out of 5 stars
53,B00D7OAOYI,R30UMP9AIZ6G47,"
Buy a different game.
","

  This game is very cheaply made. The game cover will not lay flat on the board causing the pieces to fall off their place while playing the game causing frustration. I would not recommend this game to anyone.

",1.0 out of 5 stars
54,B00D7OAOYI,R1DS5AFWZBSKAI,"
Dollar Store Quality
","

  Confusing rules. Poorly made. Pegs fall off when the lightweight board is even just jostled. Popper hard for kids to press and doesn't really roll the dice correctly. Hard to insert the flimsy paper insert under the side flaps which are supposed to hold it down. Rules are way too confusing. Here's a suggestion, download the classic instruction sheet from 2002 off the internet. Just search for ""Trouble Game Capital"" and there is the perfect PDF of the good old rules you remember. Box is thinner than a cereal box and opens with tuck in flaps, so get a zipper bag to store the pegs in. By the way, the box is not shrink-wrapped, just sloppily taped shut, so use a knife to slit the tape before opening. They've cut every corner for this game to keep the price low. It's dollar store quality, cheap and cheerful. Ignore the red numeral 1 on the dice, it's for some stupid new rule. Likewise ignore the ""Warp"" and ""XX"" markings on the board and just play by the old rules. Better yet look for a vintage set at a thrift store. Just use this cheapie to get started playing.

",1.0 out of 5 stars
55,B00D7OAOYI,R18BDA2Y17QFMH,"
Lacks In Quality All Around
","

  I wanted to get this game for my kids because they had been playing around with a McDonald's Happy Meal version for a while, but that version was problematic and mostly garbage (except for the dice popper).  I saw that there was a 'Retro' edition which I remember as the design from my childhood, but it was a lot more expensive than I thought the game should be. I saw that Hasbro had updated the game  and it was really inexpensive. Since this was going to be a bit of an introduction to board games for my kids I didn't want to spend a ton.That should have been my first clue - that the ""retro"" one was almost 3x the price. The product that arrived is so flimsy and cheap on so many levels. The box it comes in is a thin card stock that barely holds its shape. The game board: there are two components that you need put together yourself for some reason. The plastic part is very thin and very wobbly. The card stock insert (which is the same thickness as the box, by the way) is flimsy. Even the playing pieces feel cheap; There's no weight to them at all. They don't stay on the pegs all that well (the original had holes for the pieces to stand in). I can already see that playing this is going to be a bit of a hassle all around. I know that kids get excited and will end up bumping the table or the board, and the pegs are going to go flying off their location because they have no weight to them nor anything to really hold them to their places. The original board and its pieces were very hefty and an incredible quality when compared to this updated version.The only positives I can give this version is the addition to some variant rules, which will come in handy when the kids want a change, and the dice popper functions rather well. I think I might spring for that ""Retro"" version after all.

",3.0 out of 5 stars
56,B00D7OAOYI,RJERDZI6KLYL1,"
Construction Cheap
",,1.0 out of 5 stars
57,B00D7OAOYI,RQEK71IH9ZS8H,"
Cheapest material I've ever seen
","

  I loved this game as a child and was excited to order it for my children.  This is either a knock off or Hasbro has failed miserably at maintaining quality standards.  This game is worse quality material than dollar store toys. I am so upset at the horrible quality.  It is a cheap piece of cardstock that you put over the thin plastic--NOTHING like this game used to be.  I am so angry that I spent actual money on this.  I would love for my kids to be able to play this game, but the only way we will be able to do so is if we find a vintage one somewhere...  SO SUPER DISAPPOINTING.  Save your money!

",1.0 out of 5 stars
58,B00D7OAOYI,R91VRY519PN4S,"
Reliving my childhood fav game
","

  In this day and age of video games and cell phone apps, it is great to be able to go to one of the retro games from my childhood and show the young kids how much fun it was. This game is great because you can learn the rules in a few minutes and the set up is a cinch. Just put your colored pegs in the correct color coded slots and you are ready for the best part of the game- the popper. I used to love the satisfying click of pushing it and seeing the dice tumble. Getting that number you need is a tiny thrill or getting to send an opponent back is worth a laugh or two.  I love this old fashioned game and appreciate that we can still buy it. It will hold up well for a whole new generation to play and love. This would be a great game to take along on camping trips if the kids get bored or need some down time.

",5.0 out of 5 stars
59,B00D7OAOYI,R366ZUEP5HZ5S6,"
Defective Game
","

  I bought this as a gift for my child and unfortunately due to the time frame I am unable to return it. This game is defective and does not work according to the directions. The bubble in the center of the board does not “pop” which does not allow the dice to flip which is a key component of the game. Without the popping mechanism this game is unable to be played. The game was not shipped in plastic/wrapped according to new product shipping information. It was closed with small pieces of tape indicating that the packaged game had been put together by a third party. I will not be using this seller in the future and am now having to replace the game from a brick and mortar retailer.

",1.0 out of 5 stars
60,B00D7OAOYI,R2H3RAASZWMFAT,"
So much fun with 4 and 6 year olds!
","

  Glued it to a canvas frame and hung it on the wall for storage and easy access!

",5.0 out of 5 stars
61,B00D7OAOYI,R3W00MCQDMFJKZ,"
Same great game - but very cheaply made
","

  This is an updated version of the classic game Trouble. It has some extra gimicks to it, but the game play is essentially the same as always. I loved the game as a kid and was excited that my oldest was ready to play it too.However, Hasbro has really cheaped out in how they're producing the board to the point of making it almost disposable. The game consists of a plastic board with a paper overlay (yes, paper not even card stock) for the board which the pegs fit through. The paper board overlay is, well, thin paper. Mine came already ripped/crumpled in one corner, so was returned. The board is fairly thin plastic, though the pop-o-matic bubble seems to be of reasonable quality (actually hard for a little kid to press). However, since the pieces sit on top of pegs (instead of in cups as in older releases), any time the board is bumped or jostled the pieces are likely to fall out.So still a good game... but if you can find the older boards, it's probably a better bet to go for one of them. I'm planning on buying one of those (still available on Amazon) to replace mine.

",3.0 out of 5 stars
62,B00D7OAOYI,R2UN9N5PTKGJTC,"
IMPORTANT Detail
","

  There are a lot of bad reviews for this version of Trouble because of the board quality/design.  A lot of complaints especially regarding how the paper-thin board graphic sits on top of the thin plastic base. It's important to note that there are two small plastic lips on opposite sides of the plastic board that should hold the graphic in place.  Once I ""installed"" the graphic correctly, we never had issues with it coming off and messing up the board.  It's still fairly easy to knock off the pieces if kids aren't careful, but I see it as a good hand/eye coordination lesson.  I was a bit disappointed with the quality, but had no issues with it once the game got underway.  It's just going to get trashed anyway, especially with young kids.  If they get older and still love the game, spring for a more expensive one, but I assure you, my kids weren't complaining of a cheap game.  They were too busy having fun.  If I had to change one thing, it would be the box the game is stored in.  If that were a little thicker, it would be better.  I don't see it lasting very long and then I'll have to figure out where to keep the board and pieces.  It's about the same thickness as a cereal box.

",4.0 out of 5 stars
63,B00D7OAOYI,R12R8JNUZ3H89P,"
Super fun game
","

  This is such a classic game, and easy for kids to learn. The goal of the game is to get all of your pieces around the board and into the home section that matches your color. You do so by pushing down the pop-o-matic dice. It can sometimes be difficult for kids to roll the dice, as the pop up thing tends to get stuck. The quality is okay. It's not the greatest but for the price I can't complain. The top part of the game is a flimsy paper that comes right off the board. However, it's an overall fun game, and a hit at family game nights.

",4.0 out of 5 stars
64,B00D7OAOYI,REIURWN3FWZJA,"
If you like being let down, this purchase is for you!
","

  What a disappointment!  This was my SO's favorite game growing up.  I went on a board game buying rampage and added this to the list for a slice of childhood nostalgia.  Now I'm particular about my board games.  They have to be in new condition, it has to be a complete set, the box should not be damaged (minor dings from being shipped or in the store okay).  This one just didn't make the cut!Hasbro must have cut every corner to save costs because this feels like something you would find in the dollar store.  Not a quality game like I remember it being.  From the box, to the packaging, to the game itself -- this did not carry the same quality as other games I own from Hasbro, Milton-Bradley, Parker Brothers, etc.Don't know if this was due to Hasbro or to Amazon fulfillment but it did not come in the condition it was promised.  It was sold as factory sealed but came in a battered box (crunched in) and taped at the sides where it opens.  I even started a ticket to return the item but it just wasn't worth the trouble!

",1.0 out of 5 stars
65,B00D7OAOYI,R3LHAUKGVLYN5Z,"
What do you want for $7?  FUN buy!!!  Cheaply made (and priced) - perfect for a young child who is going to lose pieces!
","

  As the price should indicate to you this is a VERY cheap version of the game.  It is ideal for a 4 or 5 year old who is likely to lose pieces.Pros:  Affordability priced!  Can't say this enough!  FUN!  My 5 year old wants to play this NON-STOP!Cons: VERY cheaply made.  It is a thin injection molded piece of plastic with a ""pop-o-matic"" (pom) built into the middle.  Even the ""pom"" is much cheaper than the original which sometimes allows the die to land on the same side multiple times.  It's so cheaply made that even the piece of construction paper which the graphics are printed on comes assembled.  The pieces are loose on the board and fall off if someone bumps the board.Would I recommend you buy this?  ABSOLUTELY!  What do you want for seven bucks?  You get what you pay for.  When compared to the full / quality version of this game it's a 1 star at best.  But when compared with the price it's a 4.5 star.  It's tons of fun to play with your wee-ones!

",4.0 out of 5 stars
