,asin_id,review_id,review_title,review_description,rating
10,B07YNJC9Q2,RXMOF3GDM3EMA,"
Well... what I learned is to trust ...
","

  Well... what I learned is to trust the negative reviews. I took a chance and order the game despite of the overwhelming reviews claiming there were no dice. At least I got my refund back.

",1.0 out of 5 stars
11,B07YNJC9Q2,R13E3Y1JK275EP,"
Damaged game box, not damaged shipping box
","

  This game came with the plastic partially torn off and the box completely ripped.  The outer shipping box came completely fine.  So someone put this damaged game in a box and then shipped it out!  Disappointed as this was for our son's birthday today!

",1.0 out of 5 stars
12,B07YNJC9Q2,R2811R8KYSU3PC,"
Great classic game
","

  Great seller, delivered faster than expected. Have always liked risk... My only complaint is that the manufacturer has cheapend up the game pieces. The card board boxes that hold the troops will not last long, they use to be nice plastic cases. Everything in this newer game seems to be made cheaper. I would of gladly paid a few more bucks to get a  better quality game, but it is still a great classic game.

",4.0 out of 5 stars
13,B07YNJC9Q2,R2XSRNQF7ZNHFM,"
Required for all households
","

  Risk is a great game to spend time with the kids. Great for rainy/snow days to keep kids from being glued to screens. Game last a couple hours minimum depending on the amount of players and skill level. Says for 10 and up however our 7 year old enjoys playing too with help from olders

",5.0 out of 5 stars
14,B07YNJC9Q2,R13R3F01QXQ9ZO,"
A Good Edition of a Classic Strategy Game
","

  It's your standard Risk game with the classic 6 different colored armies (red, blue, green, yellow, pink, and... black, which is really brown), decks of territory and secret mission cards, dice, board, and rulebook in a box.The pieces are really nice. They are larger than previous versions (comparing to the 1998 and 2003 releases of the game) and have some nice detail to them.Gameplay is still the same. Although it is enjoyable for those new to strategy games, seasoned veterans may find it to be a bit dull. If you want to spice it up, I recommend getting 4-5 boxes of this version and 4-5 boxes of the $16.99 version (for an additional two colors: orange, and indigo... which is really black), print and laminate 3' × 4' maps from the 1995 PC game, 5 sets of 12-sided dice (white, yellow, green, red, and black), and get a copy of Same-Time Risk (game variant from the 2000 PC game) rules from the internet. I got some of my buddies hooked on it, and it truly immerses you into a more complex, exciting, and challenging game while keeping some of the same classic mechanics.If you're a novice to strategy games, this is a classic. If you want a more realistic, Napoleonic-style game, go with my recommendation in the last paragraph.

",4.0 out of 5 stars
15,B07YNJC9Q2,RD48HNRH9EO59,"
Dissapointing!!!
","

  The product is well designed and a total eye candy, the box it self was very cool to look at. However, the box was partially damaged and the soldier pieces were poor quality. Regular versions have higher quality pieces. Quality of the product was certainly most unpleasing experience. I was very excited to receive the copy and hyped after seeing the box lid and the design effort that was put into it. Unfortunately once you open the box and lok into individual token cases, its an reality shattering experience.I would recommend only if you are a hardcore risk fan and have other risk games to replace the parts, that's what I'm going to do. Otherwise just stick to the regular ones. They have higher quality.

",2.0 out of 5 stars
16,B07YNJC9Q2,R2FP82UF0VDUYU,"
Storage box to small and flimsy
","

  I give this 4 stars because of the game box and board are a pure joy to look at, but the storage boxes for the individual armies are too small and flimsy.  You will have to play Tetris to be able to get all your armies pieces back into their storage containers then spend a few more minutes trying to line up the little flimsy carboard flaps to close the tray. Would have been nice to get the little clear plastic army trays in this version instead of the paper thin, to small, flimsy carboard ones. That is my only real complaint about the 60th anniversary edition, it is still a wonderful game, and the game box and game board more then make up for the crappy army trays

",4.0 out of 5 stars
17,B07YNJC9Q2,R1J3PTQ4P29MU2,"
A keeper
","

  Great game and awesome packaging!

",5.0 out of 5 stars
18,B07YNJC9Q2,R3UR3TXS2ZFYKJ,"
Arrived damaged
","

  The box is completely damaged! It was going to be a Christmas gift, now I’m not sure how I can present it looking the way it does.

",2.0 out of 5 stars
19,B07YNJC9Q2,R2GS53LPM5PQC6,"
Great Graphics and Unit Sculpts
","

  This is a great buy. For under $20 you can get a beautiful edition of Risk that will entertain (and challenge) you, family and friends for years. This edition features wonderful graphics for the map and cards. The sculpts of the pieces are really well done. I have loved many editions of Risk but I think this one is the most fun. Also, the regular 60th Anniversary edition (which is also awesome) uses the same graphics with a different coloration and textures and 6 armies rather than 5. Both are excellent editions.

",5.0 out of 5 stars
20,B07YNJC9Q2,R15I76U40ZR83C,"
waste of money
","

  I have owned the same risk game for over 20 years and this year we decided to replace it as over the years we have lost one or two of the little men.  I cannot express my disappointment in the quality of the new game I purchased.  The figures are cheap plastic that wont even stand up on the board and the flimsy thin cardboard holders for the cards and game pieces will surely not last a minute.  DO NOT WASTE YOUR MONEY!

",1.0 out of 5 stars
21,B07YNJC9Q2,RNDY7E1P6SWHH,"
A Basic Edition of a Classic Strategy Game
","

  It's your standard Risk game with 5 different colored armies (orange, blue, green, yellow, and... indigo, which is really black) instead of your traditional 6, decks of territory and secret mission cards, dice, board, and rulebook in a box.The pieces are really nice. They are larger than previous versions (comparing to the 1998 and 2003 releases of the game) and have some nice detail to them.Gameplay is still the same. Although it is enjoyable for those new to strategy games, seasoned veterans may find it to be a bit dull. If you want to spice it up, I recommend getting 4-5 boxes of this version and 4-5 boxes of the $30-$40 60th Anniversary Edition (not the Deluxe Version) for an additional three colored armies (red, pink, and black... which is really brown), print and laminate 3' × 4' maps from the 1995 PC game, 5 sets of 12-sided dice (white, yellow, green, red, and black), and get a copy of Same-Time Risk (game variant from the 2000 PC game) rules from the internet. I got some of my buddies hooked on it, and it truly immerses you into a more complex, exciting, and challenging game while keeping some of the same classic mechanics.If you're a novice to strategy games, this is a classic. If you want a more realistic, Napoleonic-style game, go with my recommendation in the last paragraph.

",4.0 out of 5 stars
22,B07YNJC9Q2,R114JVWJRC7ECP,"
Feels cheaply made
","

  It’s overall packaging is pretty cheap feeling, the containers that hold your armies is a cardboard box. The flaps will tear and the boxes will get damaged over time. The territory cards and mission cards, black font on dark colored cards.  Doesn’t even come close to the 40th special edition version.

",2.0 out of 5 stars
23,B07YNJC9Q2,R2MWLA6BXR2EC,"
Great game but beware of damage
","

  The game itself was a lot of fun and the decoration of the box is great. I was however disappointed that it was banged up and had some tears on the exterior and interior. All of the pieces were fine and the board was perfect but the box itself had some issues. For the price I wish it would have come in better condition but my father, who I was gifting it to, didn't mind.

",4.0 out of 5 stars
24,B07YNJC9Q2,RR2EXC6F4MNPD,"
Impressed with the quality of packaging
","

  This is such a nice set compared to what I grew up with in the 90’s. ITD the same awesome game but it’s rare these days that a board game’s quality exceeds the earlier versions. Everything is boxed so nicely! I think this will definitely last many many years to come. We got this to play as a family while sheltering in place. It’s a little too advanced for my 7yo so we end up playing as a team but my gifted 9yo absolutely loves it and actually won several times. So don’t be afraid of the older age recommendations if you have a smart kid that would be interested in taking over the world :)

",5.0 out of 5 stars
25,B07YNJC9Q2,RAXQU459S202B,"
IDK
","

  Kid wanted for birthday. Bought for kid.No clue how to play it and I'm too old to figure out new stuff.But whatever, the kid liked it. Wouldn't normally pay this much for a board game, but the quality of the game is good; so I'm not totally mad.

",5.0 out of 5 stars
26,B07YNJC9Q2,RB2SG9PFJ3I3P,"
Love it!
","

  My 11 year old son enjoys history/war stories, so I took a chance on purchasing this game for him. He LOVES it! It's challenging & strategic. It takes quite some time to play a 2 person game but we just start a game, leave it out on the table & do a few battles at a time throughout the week, until one of us conquers the world. It's also helped in reinforcing a bit of the geography he's learned too!

",5.0 out of 5 stars
27,B07YNJC9Q2,R224ANQVMYXE91,"
not the old Risk
","

  Box was creased, parts are so cheap and the board is dark.  I bought a vintage model.  Don't waste your money

",2.0 out of 5 stars
28,B07YNJC9Q2,R30HY4NVNISCV1,"
Hours and hours of fun to be had here
","

  Hours and hours of fun to be had here. After all the deals and conniving you'll spend playing this is the best thing to break apart a friendship and cast relationships asunder! That said, the mission card definitely help to speed up the game and add a level of random fun to what other wise could take until three in the morning.

",5.0 out of 5 stars
29,B07YNJC9Q2,R2A70Z7K5OJ5T6,"
Great pieces, color scheme could be a bit brighter
","

  I get that is a limited edition but the dark color scheme makes it a bit hard to play on not so well lit places

",3.0 out of 5 stars
30,B07YNJC9Q2,R1F9692I2Y209Z,"
Played this once with some friends and noticed something funny about the game
","

  Played this once with some friends and noticed something funny about the game. I get this is an old game, but on the board you'll notice that the colors of the pieces correspond to the continents on the board...EXCEPT for Africa. Africa is colored red on the board, but there are no red army guys instead there is a set of army guys that are black. Just an observation. lmbo

",5.0 out of 5 stars
31,B07YNJC9Q2,R2OG43VAK388QC,"
Classic fun
","

  Bought this as a Christmas gift with memories of playing it myself decades ago. Same game, same fun. 4 stars because they've changed the playing pieces to small men, horses and cannons. They are flimsy and frankly a pain to place on the board and maneuver while playing. The version I grew up with had solid triangular pieces which were much easier to use.

",4.0 out of 5 stars
32,B07YNJC9Q2,RHPK455NB2CF0,"
Love this edition
","

  Love this game

",5.0 out of 5 stars
33,B07YNJC9Q2,RDHRA6EHUHW0Y,"
Figures are not an improvement
","

  Ok, I ordered as a throwback. On setup, I had no recollection of the figures. I remembered Roman numerals.The infantry(1)/cavalry(5)/cannon(10) setup is slightly confusing and impractical. The pieces do not work out cleanly. The Roman numerals were 1,3,5,10. That 3 is pretty handy.I ended up ordering Roman numeral pieces from somewhere else.

",4.0 out of 5 stars
34,B07YNJC9Q2,R2DHHC03VJ3OYY,"
not surrrreee...
","

  We did not end up playing it. By the time I set it up and was going the the instructions I did not want to play. It did not look amusing to the child and it did not seem amusing enough for the money so I sent it back. It did not kick off, was not intuitive but yet seemed a little..boring

",2.0 out of 5 stars
35,B07YNJC9Q2,RTOBMGHX3VX44,"
No Dice
","

  One more victim of missing dice. Other than that the game is fine. Someone needs to correct this problem.

",2.0 out of 5 stars
36,B07YNJC9Q2,R27WF6RX3TSM4K,"
This game is a good quality construction....
","

  That being said, the way this game goes with 2 people gets kind of hard to have the right number of single pieces. We ended up using tiny papers to assign the larger pieces numbers. This might be best played with more than 2 people, but the option for 2 is there.

",5.0 out of 5 stars
37,B07YNJC9Q2,RHVD00N5H85WV,"
Box was very flimsy
","

  Loved this game as a kid, bought it for a youth group home and the box broke, immediately.  Granted, these boys are not known for their gentleness, but I examined the box and the was cardboard was very thin, even for a game box, and I thought the corners ripped out - way too easily.

",4.0 out of 5 stars
38,B07YNJC9Q2,R3UCG4ZNRB0N47,"
It’s solid but they cut corners
","

  This is a weird risk box. Some things are really nice (metal corners, fake straps on box etc) and others are super cheap (flimsy paper trays for the colored pieces, still cardboard box mostly). I bought this because I didn’t have my own copy of Risk and the Black Friday price was good so I’m not complaining. It’s as good as any normal copy of risk. But not much better beyond that.

",3.0 out of 5 stars
39,B07YNJC9Q2,R3FEIFBLY9ZDK8,"
College Boy's Second Favorite Christmas Gift
","

  Because really what can you get them?  He learned how to play Risk the summer before school and loved teaching his friends - this 'fancy' set made him very happy and while he forgot to bring his sheets back to school he certainly remembered this!

",5.0 out of 5 stars
40,B07YNJC9Q2,R2H35KFM1693LB,"
Awesome Game
","

  My son and I love playing this game.  It takes a lot of strategy.  Sometimes we play a game over the course of a couple of days because it takes awhile to complete.  The directions can be tricky at first, but stick with it.  Once you get playing, it comes together and you understand what to do.  It’s such a fun, thinking game!

",5.0 out of 5 stars
41,B07YNJC9Q2,RWR5ZE0V11NEP,"
Amazing Strategy game
","

  Amazing real time war strategy game. If you are looking for a fun board game to play, but dont like how monopoly gets so boring so fast, play this game! Your enemies are so unpredictable in the game that it keeps the fire going! Definitely one of my top 10 bored games!

",5.0 out of 5 stars
42,B07YNJC9Q2,R2UAQHUQ4S1HPX,"
Love this Game!
","

  Always loved this game and the classical rendition is the best! Great for long nights of fun and a way to spend time with the kids whilst instilling the importance of strategic thinking in a simple, direct, and fun way.

",5.0 out of 5 stars
43,B07YNJC9Q2,R2Q516E3GY9JZ1,"
Fun game that keeps your strategizing skills up to par!
","

  Classic game-This game is for an older child or adults.Family fun- no phone’s, just good family fun or fun with guests.

",5.0 out of 5 stars
44,B07YNJC9Q2,R37158NJCLKBPW,"
Defective Product!
","

  The first one had missing pieces and the box is torn at the corner even there was a plastic-wrapped outside. But I got the replacement the other day, and the game is really fun. Be careful! you may destroy your friendship playing this game haha XD

",4.0 out of 5 stars
45,B07YNJC9Q2,R15K73C9WTS7SS,"
Good quality, Does have dice.
","

  Nice looking map and cards seem good quality and does have Dice. The little chest cardboard boxes might not hold up forever but they do look nice with the set and theme. Really worth the $16.99 i payed for at the end of 2019.

",5.0 out of 5 stars
46,B07YNJC9Q2,R1OPZBMTLEP8LR,"
Awesome game!
","

  This game has been updated since the original. My kids love it!! We play it often. My 8 year old son is obsessed with it. It’s fun with the small army men, horses, and cannons. Such a great game and made to stand kids.

",5.0 out of 5 stars
47,B07YNJC9Q2,R30B6SU5H606OZ,"
Great game!
","

  What can I say? It's a fun game with a nice design. It's been my favorite game since I was a kid, and I wanted to play it again. This didn't disappoint. I definitely recommend this game.

",5.0 out of 5 stars
48,B07YNJC9Q2,RPPXTXM6ZX7I7,"
Great game!
","

  Don't be afraid to try an older game if you have never tried it before.  This game is tons of fun.  World domination...what else can make you feel quite as powerful.  We play this game with two players and it is lots of fun and can take about 45 minutes to an hour and a half to play.  Lots of little pieces to play with and a really nice board.  Don't think I will ever get tired of trying to take over the world!  Muhahahahaha!!!!

",5.0 out of 5 stars
49,B07YNJC9Q2,R3QSSF4BD7T079,"
is good but damaged.
","

  got it today, love the game Risk so ordered it and it shows up open the box that it was shipped in, and the corner of the game was damaged. the thing that made me feel some sort of way is it was the 60th-anniversary edition

",3.0 out of 5 stars
50,B07PXSJMHF,RRA9BA8VLX288,"
A Solid, Delightful, Lightweight Euro-style Strategy Game (Whether You Enjoy MInecraft or Not)
","

  I didn’t pick this game up because I enjoy Minecraft (it’s a fine game in my eyes, just not my type).I do, however, enjoy collecting and playing boardgames where the theme of the game goes well with its mechanics. This boardgame does this very well and is a very solid design to boot. Players will either get blocks from a community resource cube, run their pawn to the nearest chest on the edges of the board to gather weapons to fight mobs, or build structures onto their mat possibly transforming the terrain in the process to score the most points they can. The player interactivity is light, but there, and meaningful. Grabbing blocks from the cube opens up more blocks for players to grab. Moving your pawn to unexplored areas opens that area up for players to plan and build with cubes that have been allocated. Clearing a layer of blocks from the cube also ends the round (which there are 3) and can potentially be a detriment to other players if their board isn’t built optimally for them to take advantage of what’s being scored that round. Turns have consequences. The game is satisfying in its lighthearted theme and is quite a pleasant space to compete in.Recommended.

",5.0 out of 5 stars
51,B07PXSJMHF,R36JUKOP88DF5T,"
Overly complicated and tedious for kids who play Minecraft.
","

  I hate giving negative reviews and I want to say that, some people might really enjoy this game... We found it really difficult to setup and overcomplicated to play... that's it really. Most of the game parts are made from cardboard... I don't know, just disappointed I guess... Just way, way, way too complicated for it to be fun for kids who actually play Minecraft and who are expecting a board-game version of the game... I'm giving it 2 stars because I'm sure folks worked hard on it... but it's probably going to the charity shop after one game, not sure I even feel comfortable doing that... :-(

",2.0 out of 5 stars
52,B07PXSJMHF,R21KWCJ8I4IZRJ,"
Great game, not as complex as it seems at first!
","

  The game is overwhelming when you take it out of the box. So many different parts, and you end up covering the table with components. There are lots of different actions and the scoring seems confusing... I was thinking how can this be a game for kids?!BUT then you actually play it, and it all starts to make sense! You begin to see how all the different systems work and integrate with each other. It turns out this is a true eurogame with a bunch of depth.Some reviewers complained that this was too complicated for their kids, but honestly I don't think they tried to play it for long enough. Watch a YouTube video to give you the basics. Once my kids (7+9) learned how the battle system worked, they were HOOKED.The scoring system is very flexible and rewards many playstyles, from a strategic builder to a mob-focused brawler, so different ages of players will all have fun.Highly recommend it!

",5.0 out of 5 stars
53,B07PXSJMHF,R2FEIK14O4V7ZK,"
Great intro to euro-style games if you want something other than ticket to ride
","

  Purchased this as a Christmas present for our son. If your child loves board gaming, problem solving, and mine craft, he or she should like this.  Each turn you have a choice of the same 5 moves to earn experience points. If your child is quick to pick up patterns, he or she could play. Our 5 year old plays just fine, but also enjoys the ticket to ride series and Queen domino. It feels easiest to teach kids the game when playing just two players.It took 15-20 mins the first play to set up and read all the instructions.  Play time can very as players determine when to end rounds and end the game. We have ranged between 25-45 mins with 2 people.I would recommend this to families looking to give a tactile Minecraft experience to their kids or introduce a more complex, European style game to their family game night.

",5.0 out of 5 stars
54,B07PXSJMHF,R1P6SO4CL4KMDJ,"
The best elements of Minecraft expertly tied into a board game!
","

  Wow! I can finally play Minecraft with my son and actually enjoy it! Wicked neat mechanics! I agree with the 10+ age recommendation as some of the mechanics are in depth. My 6 year old plays it but I can tell he struggles at times to stay focused. He loves the game due to it bei g Minecraft but I think he will enjoy it even more in a couple years.I love how you can mine from a resource block, find weapons, explore a world, fight mobs and build structures (via spending resources to buy a card). What a well thought out game! The only adjustment to rules we made was to make the move action (1-2 spaces) ""free"" and making the exploring (flipping over tiles) the ""action"". That way you can use your move to get to weapons, mobs, locations without wasting an action.

",5.0 out of 5 stars
55,B07PXSJMHF,R3M2D7RNZ0IQ9N,"
Good bridge between sons videogame hobby and my board game hobby
","

  I'll start by saying that my 11 year old is an avid Minecrafter. This was one of his picks for a Christmas gift, and the price and reviews looked decent, so we gave it a try. We've played it half a dozen times or so and have enjoyed it every time. The ONLY reasons it didn't get a full 5 stars are: 1- we found the ""stacking box"" for the square blocks to be a little bit flimsy. It works, but could have been a little bit better design. 2- Shuffling the weapons/tools tiles prior to combating a monster is a little bit clumsy, especially if you've collected quite a few tiles. Including a couple of simple pouches (draw a tile from the pouch instead of off a stack) would have been outstanding.  Other than these two VERY MINOR issues (that are admittedly easy to fix on your own) we've had nothing but enjoyment from this game.

",4.0 out of 5 stars
56,B07PXSJMHF,RKSLB7G9Y56Z9,"
Fun game to win against my children
","

  I enjoy this strategy game even with only secondhand knowledge of Minecraft. The age 10+ is a good recommendation, though. My advanced 9-year-old is fine and puts up a good strategy but my 6-year-old needs to play it cooperatively with an adult and even then wanders out during scoring. I like planning ahead for the multiple scoring rounds and think it’s a great mental exercise for older kids.

",5.0 out of 5 stars
57,B07PXSJMHF,R1T0Q8BLQL5DJA,"
Simple game even for a 6 yr. old
","

  Watch the video from ""How to Play"" on YouTube to quickly learn the rules. My kids love this game. Scoring was confusing, but we got it. It has a simple micro deck building element, with movement, and building Minecraft stuff. Taking out bad guys 8s not a problem either. Easy to setup, and just enough variety for an adult to enjoy as well.

",5.0 out of 5 stars
58,B07PXSJMHF,R3EUYPSVNERLDJ,"
Good game. Very poor components
","

  Cheap components. This is especially disheartening coming from  Ravenburger and Mojang Official. The gameplay is actually really well designed. It does a good job of simplifying the video game mechanics into an original idea...The component quality is garbage. Let me start with the box. It's extremely thin, mine came with a fully dented corner and a small hole from shipping. The corners of the top are already splitting from just being opened a few times.The player pieces are very thin cardboard figure markers that you stick in a plastic base. These definitely won't last through much use.The combat in game requires constant shuffling and drawing of tokens. Which isn't a bad mechanic, but the very cheap nature of the material selected has led to some pieces already peeling and being bent. This is also true of the tiles used to make up the overworld.The player mats are very thin card stock.The only bright component feature is the robust wooden cubes.Overall this is a good game. It's cheaply priced and it's fun to play (even for non fans of the game) and has decent strategy.I just don't see this product lasting very long especially with younger kids playing it regularly.

",3.0 out of 5 stars
59,B07PXSJMHF,R36ZIIKYPBBWN1,"
Surprisingly great game
","

  I should start by disclosing that my family all love Minecraft and that likely played a major role in our enjoyment of this game. But it does a great job of respecting the IP.The game has a fair amount of RNG to it which I am a big fan of because it helps level the playing field and gives my 6 year old daughter a chance when playing against mom and dad. That said there is a lot of strategy and thinking that comes across in the scoring system. There are 3 rounds of scoring and they all depend on having structures on your board. Each structure has a biome, material and type associated to it. Round 1 your score is based on connected biome structures, round 2 material, round 3 type. So as you play you are thinking about how to score as many points in the current round but also thinking ahead to subsequent rounds. For my 6 year old she does not have to have the structures connected to score points as suggested in the rule book.If I had one complaint about the game it is that there is no mechanic for mining iron, diamond, gold, red stone etc. and you gain weapons by picking them up rather than crafting them.This is a great game regardless of the Minecraft IP but if you like Minecraft this is a must have. I sincerely hope the publisher considers releasing an expansion for this game as there is a lot they could do with it.

",5.0 out of 5 stars
60,B07PXSJMHF,R1VJGM0RLQ11BU,"
Minecrafter collectable
","

  This was a gift for my son who is a pretty big Minecraft fan. He loves this and this was one of the only things he asked for four his birthday! It was that and the new Minecraft game. I asked if he's diehe wanted iy, seeing that we never get around to playing games in this house. His answer was ""I still want it, just to have."" So, to my little Minecraft, this is a collectable. Collectables are kinda his jam. He's also on the autism spectrum, and collecting is something he began to enjoy since he could sort things at 18 months! Aspie parents knowwhatI'm talking about! :) So this Minecraft game was a hot for his 13th bday. Oh also! Customer service was excellent! The original order was lost in the mail and a me one was on the way, the same day I put in a request! And they expedited it! It arrived in two days, packaged well and on time.

",5.0 out of 5 stars
61,B07PXSJMHF,R3QM2MDNB4U6N8,"
Nieces who love MC didn’t enjoy it...
","

  While the game was easy to learn there just wasn’t enough to get them interested in playing. The game is very basic for board game standards which I guess is the issue. Just because the Minecraft element is added doesn’t make it a good game.I got them pandemic instead - much better game and we all enjoy it!We love playing board games but this will sadly end up forever on the shelf or donated.

",2.0 out of 5 stars
62,B07PXSJMHF,RLCJ143NYV0J1,"
Great game which captures the theme well
","

  This game offers fun strategy that both adults and kids can enjoy. It offers several paths for gathering experience, from killing mobs to matching building types you have constructed. Captures the theme of the video game very well, while offering intriguing gameplay. If playing with young kids, it offers alternative scoring rules  for them to even the field against older players.

",5.0 out of 5 stars
63,B07PXSJMHF,R39NP9BM73RBT2,"
Fun for all!
","

  Keep in mind we are big Minecraft fans so we may have enjoyed this more. Great game! It’s hard to find a game that kids can keep up with and adults actually have fun playing. We loved it, our kids loved it. I was impressed how the game was structured similarly to the computer game: Getting good weapons, defeating mobs, mining blocks, building structures. I would recommend this one for sure!

",5.0 out of 5 stars
64,B07PXSJMHF,R3JGEXQE1LGVM6,"
Fun Game. Watch a video to get jumb started.
","

  My son and I enjoy this game. I like that it doesn't have any dice. It is a bit involved to get started with, but I found a video online explaining the game much better than the instructions. So far I'm 0-3 against my son.I there is enough strategy required to win that's its not just random.

",5.0 out of 5 stars
65,B07PXSJMHF,R3EZ56NNSSEYNL,"
Another Minecraft experience
","

  Playing Minecraft in a board game style is totally another enjoyable experience! You can explore the world, collect different blocks to build different structures, take weapons with different damage and attributes, and the most exciting part is to fight the mobs (Endies, Creepies, and others). Winning is determined by experience point accumulation and the multiple ways to accumulate and earning experiences is definitely another thinking challenge of fun!ps: [by Griefer Cube] I would like to build more buildings in Minecraft based on the building cards in the game.

",5.0 out of 5 stars
66,B07PXSJMHF,R1EISUCNKZ3V1I,"
Miner dig deep
","

  This game is surprisingly deep and takes a few play sessions to fully come to terms with it's complexity BUT when you do, it's extremely entertaining for kids and adults alike...especially Minecraft fans/players !

",5.0 out of 5 stars
67,B07PXSJMHF,R2HMDMGSX416JF,"
Amazing Game
","

  Love this game!  Bought it as a gift....  I love this seller.... originally it wasn’t going to be here until January 31st but the seller had this sent to us and at our doorstep on. Christmas Eve!!!!  Thank You sooooooo much!!

",5.0 out of 5 stars
68,B07PXSJMHF,R33W54N429AXYL,"
Well designed game, requires complex strategies.  Fun!
","

  This is not an easy game to learn.  And that's a good thing if you like a challenge.  You do not need to know anything about Minecraft to play.  The strategy is complex and requires planning ahead.

",5.0 out of 5 stars
69,B07PXSJMHF,R30GSNBYFCGTJP,"
Perfect gift for minecrafters
","

  My almost 6 year old loves this. It took about an hour or so just to explain, but once we all got it, it's a lot of fun! 💚 Great gift for minecrafters who have people to play with!

",5.0 out of 5 stars
