,asin_id,name,price,rating,no_of_ratings
30,B00000IWD0,"Sorry Board Game, Game Night, Ages 6 and up (Amazon Exclusive)",$19.99,4.8 out of 5 stars,"1,889"
31,B07YQ641NQ,"Wingspan Board Game - A Bird-Collection, Engine-Building Stonemaier Game for 1-5 Players, Ages 14+",$45.50,4.9 out of 5 stars,"1,224"
32,B01MS6B7BV,Don't Break the Ice Game,$12.99,4.8 out of 5 stars,"3,578"
33,B07RJTFRFK,Buffalo Games Pac-Man - The Board Game,$19.99,4.3 out of 5 stars,827
34,B06XY48MK1,Gaming The Game of Life Board Game Ages 8 & Up (Amazon Exclusive),$19.99,4.7 out of 5 stars,"2,417"
35,B00IL5XY9K,Scrabble Game,$0,4.7 out of 5 stars,"5,296"
36,B08C564VVT,Gamemaster,$3.99,4.4 out of 5 stars,2020
37,1947494503,Gale Force Nine Dune Board Game,$39.99,4.8 out of 5 stars,389
38,B07PQFN8H8,"Kangaroo's 14.75"" Faux Leather Vinyl Backgammon Set; Favorite Board Game; Best in Classic Board Games",$34.95,4.7 out of 5 stars,486
39,B07QQHTD4Q,Ravensburger Horrified: Universal Monsters Strategy Board Game for Ages 10 & Up (60001836),$34.97,4.7 out of 5 stars,"1,658"
40,B00134MJWE,Winning Moves Games Parcheesi Royal Edition,$16.99,4.8 out of 5 stars,"2,816"
41,B086B89SB4,Ravensburger Disney Hocus Pocus: The Game for Ages 8 an Up - A Cooperative Game of Magic and Mayhem,$19.99,4.6 out of 5 stars,805
42,B083S1R2Z1,Plunder A Pirate's Life Board Game,$49.99,4.7 out of 5 stars,99
43,B010TQY7A8,"Exploding Kittens Card Game, Red, Large",$19.99,4.7 out of 5 stars,"35,208"
44,B07LC1TYC2,North Star Games The Quacks of Quedlinburg Board Game | Be The Best Quack Doctor in Town!,$48.98,4.9 out of 5 stars,321
45,B003AIM52A,"Hedbanz Picture Guessing Board Game, for Families and Kids Ages 8 and up",$11.96,4.7 out of 5 stars,"4,652"
46,B00TLEMRKM,Yahtzee,$0,4.8 out of 5 stars,"7,032"
47,B01MXWTYLF,Othello - The Classic Board Game of Strategy,$19.10,4.8 out of 5 stars,"1,123"
48,B016LBWYTQ,Hasbro Gaming Marvel Spider-Man Web Warriors Chutes & Ladders Game,$16.99,4.8 out of 5 stars,945
49,B001P06GX4,Blokus Game [Amazon Exclusive],$24.99,4.8 out of 5 stars,"2,878"
50,B00IL5XY9K,Scrabble Game,$0,4.7 out of 5 stars,"5,296"
51,B06XYL6Y5C,Hasbro Gaming Taboo Party Board Game With Buzzer for Kids Ages 13 and Up (Amazon Exclusive),$19.80,4.8 out of 5 stars,"1,389"
52,B072KD87TW,Cardinal Games Jumanji The Game Action Game,$18.95,4.3 out of 5 stars,"1,761"
53,B01NCV05QJ,Cranium Game,$14.99,4.6 out of 5 stars,943
54,B08C564VVT,Gamemaster,$3.99,4.4 out of 5 stars,2020
55,B00IZEUFIA,Splendor,$32.38,4.9 out of 5 stars,"5,153"
56,B07QKY4ZVK,Pressman Amazon Exclusive Bonus Edition Let's Go Fishin' - Includes Lucky Ducks Make-A-Match Game!,$9.98,4.4 out of 5 stars,"6,372"
57,B074K5W5N5,Blue Orange Games Photosynthesis Board Game - Award Winning Family or Adult Strategy Board Game for 2 to 4 Players. Recommended for Ages 8 & Up.,$33.87,4.7 out of 5 stars,"1,238"
58,B07WMWNYNN,Blockbuster: The Instant Cult Classic Board Game,$15.98,4.6 out of 5 stars,471
59,B07DLGD9K6,Ravensburger Disney Villainous Strategy Board Game for Age 10 & Up - 2019 TOTY Game of The Year Award Winner,$34.97,4.7 out of 5 stars,"4,793"
60,B07RMJ8SG6,"Skillmatics Guess in 10 : Animal Planet (Ages 6-99) | Card Game of Smart Questions | General Knowledge for Kids, Adults and Families | Gifts for Boys and Girls",$13.99,4.6 out of 5 stars,"3,306"
61,B00S732WJE,"Winning Moves Games Guess Who? Board Game, Multicolor (1191)",$13.69,4.6 out of 5 stars,"3,336"
62,B00I4J63WI,Pressman Charades for Kids -- The 'No Reading Required' Family Game,$11.99,4.7 out of 5 stars,"1,784"
63,B008FD8ETS,Hungry Hungry Hippos,$19.99,4.4 out of 5 stars,"5,912"
64,B01ISKSRK8,"Hasbro Gaming Mouse Trap Game,Brown",$19.99,4.5 out of 5 stars,"1,951"
65,B07LC1TYC2,North Star Games The Quacks of Quedlinburg Board Game | Be The Best Quack Doctor in Town!,$48.98,4.9 out of 5 stars,321
66,B07VPRNZJB,Monopoly Socialism Board Game Parody Adult Party Game,$15.00,4.4 out of 5 stars,"1,546"
67,B07P6MZPK3,Mattel Games UNO,$9.99,4.9 out of 5 stars,"12,439"
68,1440842523,Board Games: Straight Talk for New Directors and Good Governance,$37.00,5.0 out of 5 stars,by 
69,B00NQQTXW6,Hasbro Gaming The Game of Life Junior Game,$16.99,4.5 out of 5 stars,"2,324"
70,B08GPMDXK1,"Matching Letter Game for Kids, Sight Words Alphabet Flash Cards and Math Board Games Toys for Toddlers, ABC Educational Learning Toy for Preschool Kindergarten, Gifts for Boys & Girls Ages 3 4 5 6 7",$15.99,4.9 out of 5 stars,13
71,B00NQQTXU8,Scrabble Junior Game,$14.96,4.7 out of 5 stars,"3,369"
72,B000809OAO,Ticket To Ride - Europe,$44.48,4.8 out of 5 stars,"4,750"
73,B083S1R2Z1,Plunder A Pirate's Life Board Game,$49.99,4.7 out of 5 stars,99
74,B08DXXXKPL,"Pruk Sling Foosball Board Game, Fast Sling Puck Game, Desktop Ice Hockey Battle Game, Classic Parent-Child Interactive Toys, Wooden Foosball Winner Game for Kids and Adults",$16.99,5.0 out of 5 stars,1
75,B083XX769B,Avalon Hill Scooby Doo in Betrayal at Mystery Mansion | Official Scooby Doo + Betrayal at House on The Hill Board Game | Ages 8+,$27.26,4.7 out of 5 stars,313
76,B01EIKRP0K,Harry Potter Hogwarts Battle Cooperative Deck Building Card Game | Official Harry Potter Licensed Merchandise | Harry Potter Board Game | Great Gift for Harry Potter Fans | Harry Potter Movie artwork,$39.99,4.8 out of 5 stars,"2,167"
77,B0084M8UEE,Indie Boards and Cards Flash Point Fire Rescue 2nd Edition,$24.99,4.7 out of 5 stars,693
78,B003HC9734,Betrayal At House On The Hill,$29.49,4.8 out of 5 stars,"5,952"
79,B083YKFYN3,"Monopoly Super Electronic Banking Board Game, Electronic Banking Unit, Choose Your Rewards, Cashless Gameplay Tap Technology, for Ages 8 and Up",$24.86,4.3 out of 5 stars,44
80,B07XDD71LQ,"Tapestry Board Game - A Civilization Building Stonemaier Game with 18 Painted Landmark Miniatures for 1-5 Players, Ages 14+",$65.92,4.8 out of 5 stars,252
81,B07SFKCPJ7,Latice Hawaii Strategy Board Game - The Remarkable Multi-Award-Winning Smart New Family Game. Intelligent Fun for Creative People.,$27.19,4.7 out of 5 stars,777
82,B013TJ5P80,Mysterium,$39.96,4.7 out of 5 stars,"1,719"
83,B07JZTBV9C,Taco vs Burrito - The Wildly Popular Surprisingly Strategic Card Game Created by a 7 Year Old,$19.99,4.4 out of 5 stars,"2,718"
84,B00134MJWE,Winning Moves Games Parcheesi Royal Edition,$16.99,4.8 out of 5 stars,"2,816"
85,B00D4NJSBW,Taboo Board Game,$14.92,4.7 out of 5 stars,"3,195"
86,B00HVTH2P4,Aggravation,$16.99,4.7 out of 5 stars,"2,212"
87,B07D5QHKJN,PlayMonster 5 Second Rule Game - New Edition,$16.67,4.6 out of 5 stars,"4,501"
88,B07VVLQ5LS,Monopoly: Friends The TV Series Edition Board Game for Ages 8 and Up; Game for Friends Fans (Amazon Exclusive),$23.50,4.9 out of 5 stars,818
89,B00000DMF6,Chutes and Ladders Board Game for 2 to 4 Players Kids Ages 3 and Up (Amazon Exclusive),$12.98,4.8 out of 5 stars,"2,702"
90,B06XY881H4,Connect 4 Strategy Board Game for Ages 6 and Up (Amazon Exclusive),$11.99,4.8 out of 5 stars,"4,389"
91,B00YT90JWC,Red Wii Mini Console MotionPlus Bundle (Wii) (Bundle) (Renewed),$169.99,3.9 out of 5 stars,17
92,B01MRGY6G6,Plague Inc. The Board Game,$38.99,4.8 out of 5 stars,679
93,B07VYTX21W,Hasbro Gaming Risk Junior Game: Strategy Board Game; A Kid's Intro to The Classic Risk Game for Ages 5 and Up; Pirate Themed Game,$12.49,4.5 out of 5 stars,422
94,B01F46RPS4,IELLO King of Tokyo: New Edition Board Game,$31.43,4.8 out of 5 stars,"1,386"
95,B07PXSJMHF,Ravensburger Minecraft: Builders & Biomes Strategy Board Game Ages 10 & Up,$28.43,4.6 out of 5 stars,920
